V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200,V201,V202,V203,V204,V205,V206,V207,V208,V209,V210,V211,V212,V213,V214,V215,V216,V217,V218,V219,V220,V221,V222,V223,V224,V225,V226,V227,V228,V229,V230,V231,V232,V233,V234,V235,V236,V237,V238,V239,V240,V241,V242,V243,V244,V245,V246,V247,V248,V249,V250,V251,V252,V253,V254,V255,V256,V257,V258,V259,V260,V261,V262,V263,V264,V265,V266,V267,V268,V269,V270,V271,V272,V273,V274,V275,V276,V277,V278,V279,V280,V281,V282,V283,V284,V285,V286,V287,V288,V289,V290,V291,V292,V293,V294,V295,V296,V297,V298,V299,V300,V301,V302,V303,V304,V305,V306,V307,V308,V309,V310,V311,V312,V313,V314,V315,V316,V317,V318,V319,V320,V321,V322,V323,V324,V325,V326,V327,V328,V329,V330,V331,V332,V333,V334,V335,V336,V337,V338,V339,V340,V341,V342,V343,V344,V345,V346,V347,V348,V349,V350,V351,V352,V353,V354,V355,V356,V357,V358,V359,V360,V361,V362,V363
31,1,1,1970,2000,6,,1,1,1,2000,1,30,0,360,15,4.96E+01,2,,,,2000,2,15000,5000,3000,2000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,2,,2,1,0,15,4.96E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,,,,,3,3,3,4,3,3,2,3,2,3,3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,1,7,,,,,,,,,,,2,,2,5,,,,,,,,,,,1,1,2,,,,,1,3,6,,2,,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,1,2,,,,,,1,1,2,,,,,,,,,,1940,1942,,,,,,,,,,83,81,,,,,,,,,,1,2,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,4,,,,,,,,,,2,2,,2,,,,,0,0,20,48,30,98,,0,90,15,12,10,1.23E+01,0,2,15000,15000,2000,0,17000,2,,,,,2,2,,,,,4,,,,,,,,,,,,,,,2,1,2,1,1,2,1,2,2,1,2,2,2,1,1,2,1,2,2,2,4,,,,,,,,353.13261
31,1,1,1970,2009,4,,1,1,1,1971,2,1,8,20,20,6.61E+01,2,,,,2009,2,18000,15000,3000,12000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,2,,3,1,0,24,7.93E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,8,5,,1,1,2,3,33,1.09E+02,2,,13,14,없음,,,,,,,,,,1,1,2,,,,,1,3,10,,1,2,,1,2,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,,,,,2,1,2,,,,,,,,,,1939,1941,,,,,,,,,,84,82,,,,,,,,,,1,2,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,4,,,,,,,,,,2,2,,2,,,,,0,0,0,45,60,105,,0,105,28,15,18,2.03E+01,0,3,18000,18000,300,0,18300,1,8000,0,0,8000,1,2,,,,,4,,,,,,,,,,,,,,,1,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,1,2,2,2,,,,,,,,,280.93489
31,1,1,1970,2016,2,,2,2,2,,,,,,,,2,52,5,629,,,,,,,,,1,,,,3300,,3300,,,,2,,,,,,,,,,,,,,2,,,,,3300,0,0,0,2,2,2,2,1,2,,,,,,8,2,,2,1,0,15,4.96E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,,,,,2,2,3,2,2,3,,3,1,3,2,3,2,2,3,2,3,2,3,3,3,3,3,3,3,2,3,1,5,9,92,1,,7,1,2,2,15,4.96E+01,2,,3,4,,,,,,,,,,,1,1,2,,,,,1,6,4,,2,,,1,2,,1,2,,1,2,,1,2,,1,2,,1,1,4,2,,,2,,,2,,,,,,,1,1,2,,,,,,,,,,1942,1946,,,,,,,,,,81,77,,,,,,,,,,1,2,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,2,,,,,,,,,,2,2,,1,1,2,3,,0,0,0,70,0,70,,0,70,12,10,8,1.00E+01,0,1,0,0,3800,0,3800,2,,,,,1,2,,,,,4,,,,,,,,,,,,,,,2,2,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,,,,,,,,235.5058
31,1,1,1970,2019,5,,1,2,2,,,,,,,,2,52,4,628,,,,,,,,,1,,,,3500,,3500,,,,1,2,,,,,,,,,2021,4,2019,4,1,500,,,,3500,0,0,0,3,3,4,3,1,,,,,,,6,2,,2,1,0,18,5.95E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,2,2,2,3,2,3,3,2,2,3,3,3,3,3,2,3,2,2,2,3,2,2,3,2,2,2,2,2,2,1,10,9,89,5,,2,1,2,2,16,5.29E+01,2,,3,5,,,,,,,,,,,1,2,3,,,,,1,2,7,,1,2,,1,2,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,,,,,1,1,2,3,,,,,,,,,1948,1952,1999,,,,,,,,,75,71,24,,,,,,,,,1,2,1,,,,,,,,,1,1,1,,,,,,,,,1,1,1,,,,,,,,,4,4,4,,,,,,,,,3,2,,2,,,,,380,50,60,59,0,549,,0,290,17,9,13,1.30E+01,10,2,0,0,38500,150,38650,2,,,,,2,2,,,,,3,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,68.44003
31,1,1,1971,1988,10,,1,1,1,1988,1,17,0,204,13,4.30E+01,2,,,,1988,5,3000,950,950,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,2,,,,13,4.30E+01,,,,,1,1,1,1,1,1,1,1,1,1,6,1,3,1,1,1,2,2,2,3,3,2,2,3,3,,3,3,2,2,1,1,1,2,4,4,2,2,2,2,2,2,2,2,3,3,1,7,,,,,,,,,,,2,,12,13,,,,,,,,,,,1,1,2,,,,,2,,,,1,2,,1,2,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,,,,,1,1,2,,,,,,,,,,1944,1951,,,,,,,,,,79,72,,,,,,,,,,1,2,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,4,,,,,,,,,,2,2,,2,,,,,110,0,34,0,0,144,,0,80,5,5,5,5.00E+00,0,1,3000,3000,200,0,3200,2,,,,,2,2,,,,,3,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,344.47103
31,1,1,1971,2012,1,,1,3,2,,,,,,,,2,51,0,612,,,,,,,,,1,,,,100,17,,100,17,,2,,,,,,,,,,,,,,1,,0,1,,100,0,0,0,4,4,4,4,5,,,,,,2,9,2,,1,0,1,13,4.30E+01,,,,,1,1,2,1,1,3,,1,1,1,4,1,1,1,2,,,,,2,4,4,4,4,4,,4,4,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,9,87,1,,3,1,1,,2,6.61E+00,2,,4,10,,,,,,,,,,,1,1,3,,,,,2,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,1,1,,,,,,,,,,,1949,,,,,,,,,,,74,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,,,,1,,,2,,,,,80,0,0,30,0,110,,0,50,20,10,10,1.33E+01,0,1,0,0,100,0,100,2,,,,,1,1,9,2,2,1,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,754.74997
31,1,1,1971,2012,2,,1,1,1,2012,1,41,0,492,23,7.60E+01,2,,,,2012,2,15000,6000,6000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,,3,1,0,23,7.60E+01,43,1.42E+02,49,1.62E+02,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,2,2,3,3,3,4,2,3,,3,3,3,3,4,3,3,2,2,4,1,3,3,3,2,3,3,3,3,3,1,10,9,102,2,,2,1,2,3,18,5.95E+01,2,,2,8,,,,,,,,,,,1,1,3,,,,,2,,,,2,,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,2,,,,,,,2,1,2,,,,,,,,,,1943,1947,,,,,,,,,,80,76,,,,,,,,,,1,2,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,4,,,,,,,,,,2,2,,2,,,,,0,40,50,0,0,90,,0,100,20,8,10,1.27E+01,0,2,15000,15000,3000,500,18500,1,0,0,500,500,2,2,,,,,4,,,,,,,,,,,,,,,2,2,2,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,4,,,,,,,,773.98387
31,1,1,1971,2014,3,,1,3,1,1994,2,23,0,276,18,5.95E+01,2,20,0,240,,,,,,,,,1,,,,300,30,,300,30,,1,2,,,,,,,,,2022,4,2020,4,1,,0,1,,300,0,0,0,3,3,3,3,5,,,,,,3,7,1,1,,,,6,1.98E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,2,2,3,3,3,4,4,3,,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,10,1,17,4,,7,1,2,3,26,8.60E+01,2,,8,9,,,,,,,,,,,2,,,,3,1,,2,,,,2,,,2,,,2,,,1,2,,1,2,,2,,,1,1,4,2,,,2,,,2,,,,,,,2,1,,,,,,,,,,,1945,,,,,,,,,,,78,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,,,,1,,,1,1,2,3,,0,0,20,50,0,70,,0,40,10,8,8,8.67E+00,0,2,0,0,500,0,500,2,,,,,3,2,,,,,4,,,,,,,,,,,,,,,1,2,2,2,1,2,1,2,2,2,1,2,2,2,1,2,1,2,2,2,,,,,,,,,364.9301
31,1,1,1971,2014,4,,1,1,1,1975,2,9999999,9999999,9999999,19,6.28E+01,2,,,,2014,2,150000,60000,60000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,,4,1,0,39,1.29E+02,,,,,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,1,1,2,3,3,4,4,3,2,2,4,3,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,3,3,1,4,9,97,4,,2,1,2,4,35,1.16E+02,2,,8,11,,,,,,,,,,,1,1,4,없음,,,,2,,,,1,2,,1,2,,1,2,,1,2,,2,,,1,2,,2,,,2,,,2,,,2,,,,,,,1,1,2,,,,,,,,,,1943,1950,,,,,,,,,,80,73,,,,,,,,,,1,2,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,4,,,,,,,,,,2,2,,2,,,,,0,0,300,0,0,300,,0,200,50,35,30,3.83E+01,4,2,150000,150000,8000,0,158000,1,10000,0,0,10000,5,2,,,,,4,,,,,,,,,,,,,,,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,,,,,,,,,422.91172
31,1,1,1971,2015,2,,1,2,2,,,,,,,,2,51,0,612,,,,,,,,,2,,5,,4500,,4500,,,,1,2,,,,,,,,,2020,6,2018,6,2,,,,,4500,0,0,0,2,2,2,3,1,,,,,,,7,2,,2,1,0,12,3.97E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,,,,,2,2,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,12,9,89,2,,3,1,2,1,10,3.31E+01,3,,3,7,,,,,,,,,,,2,,,,1,2,,1,2,6,,1,2,,1,2,,1,2,,1,1,3,1,2,,2,,,1,1,3,1,2,,2,,,2,,,2,,,,1,1,,,,,,,,,,,1947,,,,,,,,,,,76,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,1,,,1,1,2,3,,0,0,0,70,0,70,,0,70,12,7,10,9.67E+00,0,1,0,0,4530,0,4530,2,,,,,2,2,,,,,4,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,,,,,,,,,569.01202
31,1,1,1972,2010,4,,1,1,1,1983,2,11,0,132,10,3.31E+01,2,,,,2000,1,100000,9999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,,4,1,0,39,1.29E+02,,,,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,4,4,4,4,4,4,3,4,4,4,4,3,3,3,3,4,3,3,3,3,4,4,4,4,3,3,3,1,9,9,97,4,,1,1,2,4,39,1.29E+02,2,,2,7,,,,,,,,,,,1,1,3,,,,,2,,,,2,,,1,2,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,,,,,2,1,2,,,,,,,,,,1947,1948,,,,,,,,,,76,75,,,,,,,,,,1,2,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,2,,,,,,,,,,2,2,,2,,,,,0,0,125,0,0,125,,0,250,35,25,22,2.73E+01,0,3,100000,100000,30000,500,130500,2,,,,,3,2,,,,,4,,,,,,,,,,,,,,,1,2,2,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,2,2,,,,,,,,,762.1944
31,1,1,1972,2017,4,,1,1,1,1977,2,5,0,60,25,8.26E+01,2,,,,2017,2,75000,20000,16000,4000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,2,,3,1,0,18,5.95E+01,,,,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,3,2,3,3,3,3,4,3,3,3,3,1,5,9,86,4,,1,1,2,4,40,1.32E+02,2,,2,8,,,,,,,,,,,1,1,3,,,,,2,,,,2,,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,1,2,,,,,,,,,,1943,1943,,,,,,,,,,80,80,,,,,,,,,,1,2,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,4,,,,,,,,,,2,2,,2,,,,,0,0,70,40,0,110,,0,100,18,16,15,1.63E+01,0,3,75000,75000,1000,0,76000,2,,,,,4,2,,,,,4,,,,,,,,,,,,,,,1,2,2,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,2,2,,,,,,,,,384.4652
31,1,1,1972,2021,2,,2,3,2,,,,,,,,2,50,0,600,,,,,,,,,1,,,,200,20,,200,20,,2,,,,,,,,,,,,,,2,,,,,200,0,0,0,1,1,1,4,5,,,,,,3,6,1,2,,,,3,9.92E+00,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,,,,,4,4,4,4,4,1,,3,1,2,3,3,3,4,3,3,4,2,3,3,3,2,4,4,3,3,3,1,9999999,9,86,7,,4,1,1,,2,6.61E+00,3,,6,14,없음,,,,,,,,,,2,,,,3,4,없음,2,,,,2,,,2,,,2,,,1,2,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,1,,,,,,,,,,,1957,,,,,,,,,,,66,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,,,,1,,,2,,,,,150,0,0,0,0,150,,0,80,15,12,12,1.30E+01,0,3,0,0,200,0,200,2,,,,,1,1,9,2,2,1,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,,,,,,,,,454.46046
31,1,1,1974,2008,4,,1,1,1,1992,2,18,4,220,25,8.26E+01,2,,,,2008,2,86000,36000,31000,5000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,2,,3,0,1,17,5.62E+01,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,4,4,3,3,2,2,3,3,4,4,3,4,4,4,2,3,3,3,3,3,2,4,3,3,1,7,9,91,4,,1,1,2,3,25,8.26E+01,2,,8,11,,,,,,,,,,,1,1,3,,,,,2,,,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,1,2,,,,,,,,,,1948,1951,,,,,,,,,,75,72,,,,,,,,,,1,2,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,4,,,,,,,,,,2,2,,2,,,,,180,0,0,0,0,180,,0,150,29,14,20,2.10E+01,0,1,86000,86000,2100,1300,89400,2,,,,,2,1,9,2,2,1,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,486.30037
31,1,1,1974,2012,4,,1,1,1,1977,2,3,4,40,21,6.94E+01,1,,,,2012,1,102000,60000,60000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,4,1,0,34.8,1.15E+02,,,,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,4,3,4,4,4,4,4,4,4,4,4,2,3,3,4,4,4,4,4,4,4,4,4,3,4,4,1,3,4,55,4,,1,1,2,3,24,7.93E+01,2,,2,11,,,,,,,,,,,1,1,2,,,,,2,,,,2,,,1,2,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,,,,,2,1,2,3,3,,,,,,,,1945,1951,1975,1980,,,,,,,,78,72,48,43,,,,,,,,1,2,2,1,,,,,,,,1,1,1,1,,,,,,,,1,1,1,1,,,,,,,,4,4,4,4,,,,,,,,4,2,,2,,,,,400,0,150,0,0,550,,0,350,46,31,32,3.63E+01,0,2,132000,132000,6000,4000,142000,2,,,,,4,2,,,,,4,,,,,,,,,,,,,,,1,2,1,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,2,2,,,,,,,,,372.0565
31,1,1,1974,2015,2,,1,1,1,1974,2,0,0,0,98,3.24E+02,2,,,,2015,1,42000,24000,24000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,3,1,0,21,6.94E+01,42,1.39E+02,98,3.24E+02,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,,,,,4,4,4,3,4,3,,1,3,2,3,1,1,1,1,4,1,1,2,2,2,1,3,4,2,4,2,1,1,9,79,1,,1,1,2,3,21,6.94E+01,2,,6,7,,,,,,,,,,,1,1,3,,,,,2,,,,2,,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,2,,,,,,,2,1,,,,,,,,,,,1949,,,,,,,,,,,74,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,,,,1,,,2,,,,,200,0,0,0,0,200,,0,150,15,15,15,1.50E+01,0,2,42000,42000,3500,2000,47500,2,,,,,3,1,4,4,,,,,,,,,,,,,,,,,,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,1,2,2,2,,,,,,,,,427.5106
31,1,1,1974,2018,4,,1,3,2,,,,,,,,2,48,0,576,,,,,,,,,2,,3,,570,17,,570,17,,2,,,,,,,,,,,,,,1,,1,1,,570,0,0,0,3,3,3,3,5,,,,,,2,2,2,,1,1,0,8.1,2.68E+01,,,,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,4,4,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,1,20,9,99,2,,3,1,2,2,12,3.97E+01,2,,5,7,,,,,,,,,,,2,,,,3,1,,2,,,,2,,,1,2,,1,2,,1,1,3,1,2,,1,2,,1,1,3,1,2,,1,2,,1,2,,2,,,,1,1,,,,,,,,,,,1952,,,,,,,,,,,71,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,,,,1,,,1,1,2,3,,0,0,0,57,0,57,,0,57,15,8,5,9.33E+00,0,2,0,0,570,0,570,1,9999999,0,0,9999999,1,2,,,,,3,,,,,,,,,,,,,,,2,2,1,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,,,,,,,,,426.55632
31,1,1,1974,2020,4,,1,3,1,1982,2,8,0,96,11,3.64E+01,1,,,,,,,,,,,,1,,,,1000,80,,1000,80,,2,,,,,,,,,,,,,,1,,50,0,,1000,0,0,0,3,3,3,4,1,,,,,,2,7,2,,2,1,0,15,4.96E+01,,,,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,4,4,4,4,4,4,3,3,3,4,4,4,4,3,3,4,4,3,3,3,4,3,3,3,3,4,4,1,6,1,15,4,,1,1,2,2,13,4.30E+01,2,,6,11,,,,,,,,,,,1,1,3,,,,,2,,,,2,,,2,,,2,,,1,2,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,1,,,,,,,,,,,1948,,,,,,,,,,,75,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,,,,1,,,2,,,,,0,0,63,0,0,63,,0,150,20,16,18,1.80E+01,0,2,100000,100000,4000,0,104000,2,,,,,4,2,,,,,4,,,,,,,,,,,,,,,1,2,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,,,,,,,,,373.32688
31,1,1,1975,1991,4,,1,1,1,1991,1,16,0,192,25.7,8.50E+01,2,,,,1991,1,55000,5000,1000,4000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,2,,3,1,0,25.7,8.50E+01,,,,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,2,3,3,2,1,3,2,2,2,3,2,3,3,3,2,3,3,2,3,3,2,2,2,3,3,1,5,,,,,,,,,,,2,,2,11,,,,,,,,,,,1,1,3,,,,,2,,,,1,2,,1,2,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,,,,,2,1,2,,,,,,,,,,1951,1955,,,,,,,,,,72,68,,,,,,,,,,1,2,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,4,,,,,,,,,,2,2,,2,,,,,200,0,0,40,0,240,,0,100,20,15,18,1.77E+01,5,2,55000,55000,5000,3000,63000,1,1000,0,0,1000,2,1,8,4,,,,,,,,,,,,,,,,,,1,2,2,1,1,2,2,1,2,1,2,1,2,2,2,1,1,2,2,1,4,,,,,,,,762.1944
31,1,1,1975,1993,4,,1,1,1,1993,1,18,0,216,25,8.26E+01,2,,,,1993,1,130000,5800,4600,1200,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,2,,3,1,0,25,8.26E+01,,,,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,3,4,4,3,4,3,3,3,3,1,10,,,,,,,,,,,2,,2,7,,,,,,,,,,,1,1,3,,,,,2,,,,2,,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,2,,,,,,,2,1,2,3,,,,,,,,,1946,1950,1980,,,,,,,,,77,73,43,,,,,,,,,1,2,1,,,,,,,,,1,1,1,,,,,,,,,1,1,1,,,,,,,,,4,4,4,,,,,,,,,3,2,,2,,,,,300,0,50,0,0,350,,0,200,30,25,28,2.77E+01,50,2,130000,130000,5000,0,135000,1,15000,0,0,15000,3,2,,,,,4,,,,,,,,,,,,,,,1,2,2,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,2,2,,,,,,,,,321.67564
31,1,1,1975,2003,4,,1,1,1,1993,1,18,0,216,15.1,4.99E+01,2,,,,1993,1,60000,4500,3100,1400,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,2,,2,1,0,15.1,4.99E+01,,,,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,4,4,4,4,4,3,3,4,3,4,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,7,,,,,,,,,,,2,,2,7,,,,,,,,,,,1,1,3,,,,,2,,,,2,,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,2,,,,,,,1,1,2,,,,,,,,,,1953,1952,,,,,,,,,,70,71,,,,,,,,,,1,2,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,4,,,,,,,,,,2,2,,2,,,,,130,0,80,0,0,210,,0,120,21,18,17,1.87E+01,0,3,65000,60000,3000,0,68000,2,,,,,2,2,,,,,4,,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,1,2,1,2,2,2,1,2,1,2,2,2,,,,,,,,,586.039
31,1,1,1975,2012,4,,1,1,1,1990,2,15,2,182,15,4.96E+01,2,,,,2012,2,42000,31000,31000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,,3,1,0,25.7,8.50E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3,3,3,4,4,3,2,3,3,3,3,3,3,3,3,2,2,3,3,2,2,4,3,3,3,3,3,1,1,9,78,4,,1,1,2,3,15,4.96E+01,2,,7,11,,,,,,,,,,,1,1,2,,,,,2,,,,1,2,,1,2,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,,,,,2,1,2,,,,,,,,,,1951,1954,,,,,,,,,,72,69,,,,,,,,,,1,2,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,4,,,,,,,,,,2,2,,2,,,,,0,60,30,0,0,90,,0,150,28,26,27,2.70E+01,0,1,42000,42000,7000,0,49000,2,,,,,3,2,,,,,4,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,,,,,,,,229.72664
