가구번호,지역코드,만족도,지출비용,숙박시설_숙박하지않음,숙박시설_호텔,숙박시설_펜션,숙박시설_민박,여행지선택이유1,여행지선택이유2,여행지선택이유3,활동_자연풍경,활동_음식관광,활동_야외스포츠,활동_휴식휴양,활동_성지순례,활동_갬블링
A00450,934,3,78103.47757,,,,,7,8,13,,,,,,
A00451,932,,184426.1213,,2,,,4,13,12,,,,,,
A00452,932,3,114306.352,,,3,,7,15,12,,,,,,
A00453,931,3,114085.9087,,,,,5,4,13,,,,,,
A00454,933,4,,,,,,13,11,5,,2,,,,
A00455,932,4,162014.222,,2,,,13,3,,,,,,,
A00456,931,3,80718.09842,,,,,12,5,,,2,,,,
A00457,931,3,,,,3,,13,,5,,,,,,
A00458,934,3,128626.123,,2,,,1,9,5,1,,,4,,
A00459,932,2,99320.35885,,2,,,3,2,,,2,3,,,
A00460,935,3,,,2,,,2,5,7,,,,4,,
A00461,931,4,170307.7348,1,,,,8,4,,,2,3,4,,
A00462,933,3,103789.1417,,2,,,2,1,8,,2,,,,
A00463,931,2,66330.75096,,,,4,2,13,11,,,,,,
A00464,931,3,66355.23373,1,,,,11,1,8,1,,,,5,
A00465,932,3,138242.538,,,3,,1,11,4,,2,,,5,
A00466,932,3,150530.2233,1,,,,4,1,8,,,,,,
A00467,934,4,283846.2348,,2,,,1,5,13,,,3,,5,
A00468,932,3,131997.4942,,,3,,7,1,,,,3,,,
A00469,933,1,44417.84514,,,,,1,13,12,,,3,,,
A00470,931,3,113267.1923,,,3,,6,13,12,,,,,,
A00471,932,4,142869.3163,,2,,,1,8,4,1,,,,5,
A00472,933,2,106231.3502,,,3,,4,2,3,,2,,,,
A00473,934,3,173072.758,,,,,1,11,13,1,,,4,,
A00474,931,3,50079.0805,1,,,,2,12,13,,2,3,,,6
A00475,933,2,78541.12946,1,,,,15,2,5,,,,,,6
A00476,931,3,160798.7767,,2,,,13,8,5,,,,,,
A00477,933,3,119262.771,,,3,,1,,,,,,,,
A00478,931,5,272425.3131,,2,,,1,4,,,,,4,,
A00479,933,3,134756.7919,,2,,,1,4,5,1,,3,,,6
A00480,931,,169714.244,,2,,,2,9,5,,,,,,
A00481,933,3,135329.397,,2,,,6,2,,,2,,,,
A00482,932,5,289382.0589,,2,,,3,5,13,,,,,,
A00483,931,4,179974.5203,,,3,,13,15,3,,,,,,
A00484,934,3,84796.36296,,,3,,6,1,12,,,3,,5,
A00485,931,4,201390.0315,1,,,,3,15,5,,,,,,
A00486,934,3,148479.9049,,,,,2,13,4,,,,,,
A00487,931,3,138094.0559,,2,,,12,,,,,,,,
A00488,932,1,130756.0842,,2,,,11,6,15,,2,,,,
A00489,931,5,229371.5426,,2,,,2,7,5,,,3,,,
A00490,932,1,,,,,4,9,1,3,,,,,,
A00491,934,3,84824.75448,1,,,,2,,,,,,,,
A00492,931,4,237616.4357,,2,,,3,4,5,,,3,,,
A00493,931,3,256306.0915,,2,,,7,1,13,,,,,,
A00494,931,3,,,2,,,2,,,,,,,,
A00495,936,1,98426.76418,1,,,,1,14,5,1,,,,,
A00496,931,3,112415.6469,,,3,,2,,,,,3,4,,
A00497,935,4,163385.5013,,2,,,1,,,,,,4,,
A00498,931,3,238481.1515,,,3,,13,5,7,1,2,,,,
A00499,931,1,81141.09266,1,,,,13,11,3,1,,,,,
A00500,931,4,150732.7048,,,3,,2,14,3,,,,4,,
A00501,933,2,79330.22312,1,,,,12,4,5,,,,,,
A00502,934,2,138733.5643,,,3,,5,13,,,2,,,,
A00503,932,3,148053.3407,,,,4,12,,,,,3,4,,
A00504,934,3,120980.1824,,,3,,11,13,5,,,3,,,
A00505,934,3,187822.2814,1,,,,5,4,,,,,,,
A00506,931,2,67731.72988,,,3,,12,14,7,,,,4,,
A00507,931,1,68516.5168,,,3,,6,8,12,,,,,,
A00508,932,,82736.18501,1,,,,15,5,11,,2,,,,
A00509,931,4,155345.4558,,,3,,2,12,8,,,3,,,
A00510,934,3,129846.2902,1,,,,8,14,5,,,,,,6
A00511,932,4,217109.7678,,2,,,12,,,,,,,,
A00512,932,3,,,,,4,1,8,5,,,,,,
A00513,936,5,318114.4797,,,,4,1,,,,,,,5,
A00514,931,3,184212.0141,,2,,,9,8,3,,,,4,5,
A00515,933,4,101217.3161,,2,,,15,8,,,2,,,,
A00516,936,,181655.4013,,,3,,4,8,,,,,4,,
A00517,934,4,195608.3473,,,,4,13,3,,1,,,,,
A00518,932,4,99623.82445,1,,,,1,,,,,,,,
A00519,931,,115485.7401,,,,4,5,6,3,,2,,,,6
A00520,931,1,88438.25902,,,3,,7,12,5,1,,,,,
A00521,933,3,146590.4948,,2,,,4,6,8,,,,,,
A00522,931,4,80273.22826,,2,,,1,,,,,,,,
A00523,932,3,92079.21457,,2,,,8,3,5,,,,,,6
A00524,935,1,74120.8713,1,,,,1,,,,,3,,,6
A00525,932,3,151995.7936,,2,,,3,,5,1,,,,,
A00526,931,4,,,,,,3,12,5,1,,3,,,
A00527,931,3,155514.5277,,,,,7,2,11,,,,,,
A00528,932,5,148223.0037,,,3,,9,15,3,,,3,,,
A00529,933,2,70995.03608,1,,,,2,5,7,,,,4,,
A00530,931,4,224187.7575,,2,,,7,1,3,,,3,,,
A00531,931,3,132924.1487,,,,,5,13,6,,2,3,,,6
A00532,932,1,56098.59507,1,,,,6,13,3,,,,,,
A00533,932,4,269111.6185,,2,,,1,2,4,,2,,,,
A00534,933,3,126385.6549,,,3,,11,,,,2,3,,,
A00535,935,3,104037.8977,1,,,,1,6,13,,,,,,6
A00536,933,3,126309.0089,,2,,,9,6,,,,,,,
A00537,931,3,103861.7094,1,,,,12,,,,2,,4,,
A00538,931,3,187328.5354,,,,,3,2,,,,,,,
A00539,932,3,142963.8247,,,3,,3,12,5,,,,4,,
A00540,931,4,147530.1963,,,3,,3,5,6,1,,,,,
A00541,934,3,95485.66048,1,,,,7,,,,2,,4,,
A00542,931,3,55520.98877,,,,4,2,8,5,,,,4,,
A00543,935,3,110787.5112,,,3,,11,3,,,2,,,,
A00544,931,3,175726.5518,,2,,,14,5,,,2,3,,,
A00545,931,2,84831.81759,,,,,11,2,13,,,,,5,
A00546,932,,70206.06194,,,,,3,,,,,,,,
A00547,934,5,248348.2367,,2,,,11,13,15,,,,,5,
A00548,934,5,190583.5042,1,,,,6,8,5,,,,4,,
A00549,931,4,191784.7418,,2,,,12,11,3,,2,,,,6
A00550,931,,,,,3,,2,13,,,,,,,
A00551,931,3,62002.15897,,2,,,1,6,13,,,,,,
A00552,931,5,,,,3,,3,,,,,,,,
A00553,932,1,79556.18586,,,,4,15,4,,1,,3,,,
A00554,931,1,85841.24501,1,,,,3,13,6,,,,,,
A00555,932,2,122134.7852,,,,,3,13,,,2,,,,
A00556,931,3,98583.26646,,2,,,1,15,6,,,,,,
A00557,931,4,,1,,,,9,,,,2,,,,
A00558,935,3,157307.759,,,3,,2,1,15,,2,,,,
A00559,932,3,106038.8002,,2,,,1,,5,,,,,5,
A00560,932,4,150193.8641,,2,,,1,10,3,,,,,,
A00561,932,,153546.1934,,,3,,13,3,12,,2,,,,
A00562,932,2,,,2,,,6,15,13,,,,,,
A00563,932,1,43204.06322,1,,,,5,14,12,,2,3,,,
A00564,932,4,206479.7671,,,,,13,1,4,,,,,,
A00565,936,4,,1,,,,5,2,,,,,,,
A00566,936,4,168130.4663,,2,,,7,2,5,,,,,,
A00567,932,3,177772.9715,,2,,,1,8,3,,,,4,5,
A00568,932,3,128998.5528,1,,,,7,12,10,1,,,,,
A00569,932,3,97216.91524,,2,,,3,5,12,,,,,,
A00570,936,3,113508.916,,,,4,3,6,8,,,,,5,
A00571,933,2,91884.60176,1,,,,11,,,,,,,,
A00572,931,3,125959.8022,,,,,2,9,12,,,3,,,
A00573,932,2,93347.03394,,2,,,2,15,5,,,,,,
A00574,931,3,87415.57961,,2,,,9,2,3,,,,,,
A00575,932,3,,,,,,6,13,4,,,,,,
A00576,931,3,90204.35058,,2,,,11,15,12,,,,4,,
A00577,931,3,,,2,,,13,9,3,,2,,,,
A00578,933,4,163362.3135,,2,,,1,,,,,,,,
A00579,934,4,177032.2536,1,,,,1,12,6,,,3,,5,6
A00580,933,3,104453.9015,,2,,,14,2,6,,,,,,
A00581,931,4,215229.9955,,2,,,9,4,12,1,,,,,
A00582,931,3,136923.3161,,,3,,5,8,,,,3,,,
A00583,933,2,78991.76853,,,,,7,5,12,,,,,,
A00584,933,4,139870.5575,,,,4,12,11,,,,,,,
A00585,934,,161365.9915,,2,,,15,2,7,,2,,,,
A00586,931,3,71824.40657,1,,,,5,12,,,2,,4,,
A00587,935,5,,,,,,13,8,6,,,,4,,
A00588,931,4,152175.6471,1,,,,3,5,,,2,,,,
A00589,935,3,126707.3097,,,,,11,,,,,,,,
A00590,932,2,129651.2972,,2,,,2,,,1,,,,,
A00591,934,,194360.3312,1,,,,11,5,2,,,3,,,
A00592,934,2,78230.05093,1,,,,6,2,7,,,,,,
A00593,934,5,243037.2285,,2,,,1,,,1,,,4,,
A00594,931,4,133804.6273,1,,,,2,3,,,,,,,
A00595,931,2,112146.6812,1,,,,3,9,8,,,,,,
A00596,931,3,154888.3455,,2,,,11,6,3,,,3,,,
A00597,934,3,183341.8385,,2,,,5,13,3,,,,,,
A00598,931,3,53145.20567,,,3,,3,1,15,,,3,,,
A00599,931,4,186415.6204,1,,,,9,8,4,,2,,4,,
A00600,931,3,,,,,,11,3,,1,,,,5,
A00601,931,3,136969.3662,,2,,,13,,,,,3,4,,
A00602,936,3,102151.9596,1,,,,8,13,4,1,,,,,
A00603,935,4,186899.9246,,,,4,3,11,15,,,,,,
A00604,934,3,90656.34693,1,,,,2,9,13,,2,,,5,
A00605,934,2,93945.71706,,2,,,3,7,,,,,4,,
A00606,931,1,59938.43848,,2,,,2,13,15,,,,,,
A00607,934,4,216730.9374,,2,,,1,2,5,,,,4,,
A00608,936,3,119624.5044,1,,,,4,5,,,,,4,,
A00609,934,,,,,,,1,9,14,,,,,,
A00610,933,4,197158.837,1,,,,1,,,,,,,,
A00611,933,3,81099.71581,,,3,,9,4,7,,,,,,
A00612,931,5,186024.7257,1,,,,2,4,7,,,3,,,
A00613,934,3,119238.4084,,2,,,3,1,,,,,,,
A00614,931,1,131166.561,,2,,,2,6,3,,,3,,,6
A00615,934,,214154.6819,,2,,,4,5,10,1,,,,,
A00616,931,1,42100.32304,,,,4,1,3,8,,,,,,
A00617,931,4,118739.8911,1,,,,7,14,,,2,,,,
A00618,936,2,143835.8777,,,,,2,8,7,1,,,,,
A00619,931,3,155589.7773,,,,,5,3,14,,2,,,,
A00620,931,2,66250.42316,,2,,,12,4,5,,,3,,,
A00621,931,4,200784.0991,1,,,,5,1,4,,2,3,,,
A00622,931,,165358.8842,1,,,,8,2,12,,,,,,
A00623,934,4,146594.3132,,2,,,3,4,2,,,,,,
A00624,934,1,83884.38322,1,,,,1,12,5,,2,,,,
A00625,934,3,171339.231,,,3,,3,,,,,,4,,
A00626,931,1,44100.30833,,,,4,5,3,15,1,,,,,
A00627,934,3,176393.8554,,2,,,3,,5,1,,,,,
A00628,935,3,,1,,,,5,14,6,,,,4,,
A00629,931,3,,,2,,,7,4,3,,2,,,,
A00630,934,,134557.7019,,2,,,1,7,3,,,,,,
A00631,931,4,167203.3467,,2,,,13,2,5,,2,3,,,
A00632,932,3,93578.19603,1,,,,3,1,5,,,,,,
A00633,935,4,266436.865,1,,,,3,5,7,,,,,,6
A00634,936,3,132420.5385,1,,,,7,1,3,,,,4,,
A00635,934,4,228362.1877,,,3,,15,11,2,,,,,,
A00636,931,3,115518.1307,,2,,,2,15,5,,,,,,
A00637,935,4,205308.952,1,,,,1,3,12,1,,,4,,
A00638,934,3,,1,,,,1,3,8,1,,3,,,
A00639,932,3,163000.5837,,,3,,12,,,,,,,,
A00640,931,3,,1,,,,1,3,8,,,,4,,
A00641,931,4,132042.3508,1,,,,5,,,,,,4,,
A00642,935,3,112011.8005,,2,,,3,,,,,,,5,
A00643,932,3,83990.37923,,,,4,13,,,1,,3,,,
A00644,933,3,87612.96337,,2,,,,,,,,,4,,
A00645,932,3,171415.9221,,2,,,9,3,,,2,,,,
A00646,932,4,172543.5958,,2,,,15,3,,,,,4,,
A00647,931,3,84572.46824,,,,,4,13,5,,,,,,
A00648,932,4,216053.5389,,,,4,12,5,3,,,,4,5,
A00649,931,4,205930.3932,,2,,,9,3,2,,,3,,,6
A00650,931,,95406.57972,1,,,,2,5,15,,,,,,
A00651,931,,159059.871,1,,,,9,8,12,,2,,,,
A00652,932,3,49848.77804,1,,,,2,10,5,1,,,,,
A00653,934,4,157405.9535,,,,,11,,,,,,,,
A00654,931,3,133976.039,,2,,,1,8,5,,2,,,,
A00655,931,3,106440.6902,,,3,,12,5,3,,,,,,
A00656,931,4,239594.4927,1,,,,15,2,6,,2,,,,
A00657,931,3,86820.20047,,,,4,13,15,8,,,3,,,
A00658,931,3,105901.2636,1,,,,2,13,3,,,,4,,
A00659,932,4,188671.8644,,2,,,13,8,11,,2,3,,5,
A00660,934,1,76489.41211,1,,,,1,,,,,,,,
A00661,935,3,149861.6153,1,,,,4,,,,2,3,,5,
A00662,933,3,116568.7143,,,,4,11,2,12,,,3,,,
A00663,934,4,,1,,,,4,2,5,,2,,,,
A00664,933,3,76996.90985,,,3,,1,,,1,2,,,,
A00665,931,2,136658.2532,1,,,,2,4,14,,,,4,,
A00666,935,3,132833.0927,,2,,,6,3,,1,,3,,,
A00667,931,1,55920.64797,1,,,,2,,,,,,,,
A00668,933,2,105435.8718,,,3,,8,7,13,,,,4,,
A00669,936,3,60731.33122,,,3,,1,,,,2,,,,
A00670,934,3,211003.7359,,,,,1,4,14,1,,,,,
A00671,931,2,82837.59126,,2,,,13,1,8,,,,,,
A00672,932,3,137701.7845,1,,,,9,5,,,2,,,,
A00673,935,3,113685.3984,,,3,,15,1,3,,,3,,,
A00674,931,1,65482.97506,1,,,,9,1,13,1,,,4,,
A00675,931,3,190556.1102,1,,,,2,1,5,,,,,,
A00676,934,3,,,,,4,3,,,,2,3,,,
A00677,931,3,102165.2139,,,3,,1,13,5,1,,,,5,
A00678,931,3,45087.69287,1,,,,1,5,11,,,,4,,
A00679,931,3,171036.932,,2,,,2,4,,,,,,,
A00680,931,4,136838.8969,,,3,,2,7,13,,,,,,
A00681,933,3,59189.35984,,2,,,7,13,3,,,,4,,
A00682,932,3,94416.52997,1,,,,9,,,,,3,,,
A00683,934,3,168647.8317,,,3,,13,2,11,,,,,,
A00684,933,3,138006.986,,,,,8,3,5,,,,,,
A00685,931,,260700.8514,,,3,,3,13,,,,3,,,
A00686,936,3,133351.84,1,,,,1,5,,1,,,4,,
A00687,934,3,78187.19971,,2,,,3,10,,,,3,,,
A00688,931,2,109260.2697,,2,,,5,2,10,,2,,,,
A00689,935,4,175340.5912,,2,,,1,8,4,,,,,5,
A00690,931,5,312507.2042,,,,,6,2,5,,,,,,
A00691,933,3,151219.1028,,2,,,1,4,,1,,,,,
A00692,936,2,102839.0368,,,3,,7,1,13,1,,,,,
A00693,934,4,205839.3373,,2,,,5,2,,,,,,,
A00694,933,3,60294.02485,1,,,,4,1,3,,2,,4,5,
A00695,934,4,,,,,,5,,8,,,3,,,
A00696,931,1,,,,,4,15,2,,1,2,,4,,
A00697,934,4,,,,3,,5,4,,,,,,,
A00698,935,2,141312.1225,,,3,,6,11,,,,,,,
A00699,935,3,85971.3167,,,3,,12,2,,,,,,,
A00700,931,1,56142.08844,1,,,,7,2,8,,2,,4,,
A00701,931,4,133203.2678,1,,,,2,8,5,1,,,4,,
A00702,932,3,108753.8615,,2,,,8,1,15,,,,,,
A00703,931,3,,,2,,,9,12,5,1,,,,,
A00704,935,3,118839.5153,1,,,,1,14,3,,,,,5,
A00705,934,5,183039.0127,,,3,,1,,,,,,,,
A00706,931,2,41272.67832,,,,4,1,5,13,,,3,,,
A00707,933,4,182174.1558,,2,,,2,12,5,,,,4,,
A00708,936,4,,,2,,,7,13,5,1,,,,,
A00709,932,3,88330.51973,,2,,,9,11,4,,,,4,5,
A00710,931,,133368.5636,,2,,,15,5,,,,3,4,,
A00711,934,3,133494.8415,1,,,,9,12,6,,,,,,
A00712,932,3,54247.97044,,,,4,3,8,4,1,,,,,6
A00713,931,1,59430.74603,1,,,,13,,,1,,,,,
A00714,932,2,56323.15416,,2,,,3,2,11,,,,,,
A00715,934,3,147380.1751,,2,,,7,,,,,3,4,,
A00716,931,2,72742.85591,,,,,13,1,5,1,,,,,
A00717,935,3,89550.83481,,2,,,13,2,15,1,,3,,,
A00718,934,3,129472.6303,1,,,,11,3,9,,2,,4,5,
A00719,931,3,,,,3,,1,,,,,3,,,
A00720,936,,,,,,4,1,6,,1,,,,,
A00721,931,1,,1,,,,6,,,1,,,4,,
A00722,931,,195125.7768,,2,,,11,1,5,,,,,,
A00723,931,3,88570.76985,,2,,,15,4,,,2,,,,
A00724,933,3,65126.71453,,2,,,3,2,13,,,3,4,,
A00725,931,1,56028.6886,,,3,,15,2,11,1,,,,,
A00726,934,5,269156.7271,,2,,,13,5,7,,2,,,,
A00727,932,3,54267.6896,,,,4,9,2,11,,,,,,
A00728,935,4,163777.1892,,2,,,1,4,5,,,3,4,,
A00729,934,3,108232.4929,,,,4,12,,3,,,,,,
A00730,931,3,168531.3442,1,,,,1,6,3,,,,,,
A00731,931,3,128277.4056,,,3,,4,3,13,1,,,,,
A00732,932,2,89061.54391,,,3,,3,6,5,,,,,,
A00733,931,1,95957.49991,,2,,,1,2,5,,,3,,5,
A00734,932,3,136072.0496,,,,,1,7,3,,,,,5,
A00735,933,,,1,,,,8,2,,,,,4,5,
A00736,934,1,65633.48582,,,3,,1,13,3,,,,,,
A00737,932,4,182724.2087,1,,,,3,1,5,,2,,4,,
A00738,936,2,59048.39492,1,,,,8,,,,2,,,,
A00739,935,3,119681.974,,2,,,8,5,3,,,,,,
A00740,933,3,232817.1306,,,,,1,8,11,1,2,,,,
A00741,932,4,205435.6597,,,,,3,2,6,,,,,,
A00742,931,3,108549.3073,,,,4,5,15,4,1,,,,,
A00743,934,5,192462.2244,,2,,,13,14,1,1,,,,,
A00744,931,3,154067.0074,,2,,,1,2,14,,,,4,,
A00745,931,,122840.7837,,,3,,1,15,8,,,3,,,
A00746,934,3,116134.976,,,,4,4,8,14,,2,,,,
A00747,931,2,63105.57247,,2,,,1,12,13,,,,4,,
A00748,931,3,167293.5013,,2,,,12,1,15,,,,4,,
A00749,931,1,,,,,4,2,6,5,,,,,,
A00750,936,3,148723.1866,,2,,,13,15,,,2,3,,,
A00751,931,4,195479.8541,1,,,,2,8,5,1,,,,,
A00752,934,3,104238.7246,,,3,,3,,,,,3,,,
A00753,931,4,181979.8345,,2,,,5,11,,,,,,,
A00754,933,3,195089.2943,,2,,,2,6,,,,,,,
A00755,933,1,90423.47751,,,3,,7,2,9,,,,,,
A00756,931,4,198695.2758,,2,,,13,1,15,,2,,4,,
A00757,931,,170346.0236,1,,,,9,,,1,,,,,
A00758,932,3,123506.8016,,,,,2,13,4,,,3,,,
A00759,931,2,79756.57568,,2,,,3,,,1,2,3,,,
A00760,931,5,221476.7803,1,,,,9,1,5,1,,3,,,
A00761,936,3,260154.4726,,2,,,7,11,,,2,,,5,
A00762,931,4,170819.5315,,,3,,3,14,5,,,3,,,
A00763,936,3,121403.6154,,2,,,12,,5,1,,,,,
A00764,931,4,179221.1119,,,,4,1,5,10,,2,3,,,
A00765,934,4,146689.6318,,2,,,4,3,5,,,,,,
A00766,931,3,176498.5413,,2,,,4,11,,,,,4,,
A00767,931,2,73694.60134,1,,,,6,15,10,,,,,,
A00768,931,3,,,2,,,2,5,6,,,,,,
A00769,935,2,54233.23165,,2,,,9,1,15,,,3,4,5,
A00770,933,3,186122.235,1,,,,5,,,,2,,4,,
A00771,934,3,145323.8799,,2,,,5,1,15,1,,,,,
A00772,932,2,56132.82254,,2,,,1,14,10,,,,,,
A00773,934,4,163745.9803,1,,,,6,8,13,,2,3,4,,
A00774,935,3,132102.7283,,,,,9,15,,,,,4,5,
A00775,934,,188855.043,1,,,,7,2,,1,,,,,
A00776,935,3,,,,,,7,,,,,,,5,6
A00777,931,4,172580.9131,,2,,,1,2,3,,,,,,
A00778,931,3,177595.4502,,,3,,13,3,12,,,,,5,
A00779,935,4,192933.8044,,,3,,6,,,,,3,,,
A00780,931,3,199160.9474,1,,,,14,8,12,,,,4,,
A00781,931,4,187156.6511,1,,,,1,6,3,,,,,,
A00782,932,4,160899.6368,1,,,,2,1,7,1,,,,,
A00783,933,4,223332.6046,,,3,,1,6,,,,,,,
A00784,933,4,215999.3776,,,,4,4,2,14,1,,,,,
A00785,934,3,103291.5526,,,3,,13,4,7,,,,,5,
A00786,931,1,51478.33985,,2,,,2,11,5,,2,,,,
A00787,934,,164121.8339,,,,,2,15,12,,,3,,,
A00788,932,3,183786.6773,1,,,,1,,,,,,4,,
A00789,931,,161729.5165,1,,,,2,1,3,,,,,,
A00790,931,2,78094.4295,,2,,,11,3,13,1,2,,,,
A00791,934,4,195581.2652,,,,4,2,8,,,,3,,,
A00792,934,3,208018.9361,,,3,,7,2,,1,,3,,,
A00793,931,,249828.432,,,3,,9,10,7,,,,,,
A00794,936,3,,,,,,8,4,11,,,,4,,
A00795,934,1,112031.9169,1,,,,1,9,,,,,,,
A00796,933,4,193912.876,,,,4,14,11,9,,,,,,
A00797,934,3,113731.0866,,,,4,5,,,,,3,,,
A00798,932,2,109841.7728,1,,,,5,11,12,,,3,,,
A00799,935,4,151123.3875,1,,,,1,3,,,,3,,,
A00800,931,4,214039.57,,2,,,15,2,,,2,3,,,
A00801,934,2,69134.47834,,2,,,9,6,7,,,,,,
A00802,931,3,128349.0122,,2,,,7,2,,1,,,4,,
A00803,932,3,137261.4242,1,,,,12,2,3,,,,,,
A00804,933,3,136005.866,1,,,,2,,,,,,,,
A00805,933,3,,,,,,4,12,3,,2,,,,
A00806,932,3,158219.3814,,,3,,3,1,4,,,,,5,
A00807,931,3,92884.35683,,,3,,7,12,,1,,,,,
A00808,931,2,,1,,,,3,5,15,,,,,,
A00809,931,4,150504.535,,,3,,3,10,5,,,,4,,
A00810,931,3,142842.4408,1,,,,5,14,,,,3,,,
A00811,932,5,195289.9726,,,3,,2,6,5,,,,,,
A00812,932,3,107257.185,,2,,,9,3,7,,,,,,
A00813,931,3,223124.1306,1,,,,2,9,14,,,,,,
A00814,934,3,129566.7739,,2,,,12,,,1,,,,,
A00815,931,2,120315.0058,1,,,,2,1,5,,,,4,,
A00816,932,4,196598.5481,,,,,4,,,,,,,5,
A00817,934,1,64699.28226,,2,,,1,12,7,,,,,,
A00818,933,3,,,,3,,2,1,13,,,,,,
A00819,931,,86926.21849,,,,4,9,12,4,,,3,,,
A00820,931,4,104413.3761,1,,,,12,3,10,,,,,,
A00821,932,1,41385.28457,,,3,,12,1,2,,,,,,
A00822,931,4,154884.8178,,2,,,5,,,,,,4,,6
A00823,931,1,44083.72769,,2,,,3,6,15,,,,,,
A00824,935,4,240589.3028,,2,,,12,2,4,,2,,4,,
A00825,931,,123852.7462,,2,,,2,,,,,,4,,
A00826,934,4,,,2,,,4,9,,,,,,,
A00827,931,3,75808.32223,,,,,3,,,,2,,,,
A00828,935,3,88268.26263,,,3,,12,1,2,,,,,,
A00829,931,3,133134.0781,,2,,,1,4,,,,,,,
A00830,934,,155141.1357,,2,,,12,3,,,,3,,,
A00831,934,2,102033.3246,,,3,,1,,12,1,,,,,
A00832,934,4,171392.9897,,,,4,1,3,5,,,,,,
A00833,931,,178799.0589,,2,,,15,5,8,,,,,,
A00834,931,5,287838.8291,,,,,1,10,11,,,,,,
A00835,934,3,,,2,,,1,2,8,,,,4,,
A00836,931,3,74925.1083,,,,4,4,,,,,,4,,
A00837,931,,139919.8563,,,,,4,5,,,,,4,5,
A00838,931,3,92988.24173,,,3,,1,4,8,1,,3,,,
A00839,931,3,89860.37948,,2,,,12,2,5,,,3,4,,
A00840,935,5,227231.7723,,,3,,3,,,,,,,,
A00841,935,3,217713.439,,,3,,13,1,,,,3,,,
A00842,932,3,109198.8586,1,,,,2,,,,,,,,
A00843,935,3,,,,3,,8,13,7,,,,4,,
A00844,934,4,155155.538,,,,4,1,8,,,,,,,
A00845,931,3,185887.7785,,2,,,3,5,8,,,,,5,
A00846,934,3,100324.7394,,2,,,5,11,,,,,,,
A00847,931,4,306777.2785,1,,,,2,3,7,,,,,,
A00848,931,3,111075.3676,,,3,,8,3,5,,2,,,,
A00849,931,3,81366.15552,,2,,,12,,,,,,,,
A00850,934,2,74504.48261,,2,,,11,12,5,,,,,,
A00851,932,4,249681.0611,,,,4,15,3,5,,,3,,,
A00852,932,3,71764.97055,,2,,,12,14,9,,2,3,4,,
A00853,931,4,177027.8228,1,,,,1,5,3,,,,,,
A00854,931,5,207582.2466,,,,,3,,,,,3,4,,
A00855,936,4,194147.8091,1,,,,6,2,7,,2,,,,
A00856,932,3,,,2,,,13,5,,,,,,,
A00857,931,3,113691.4382,,2,,,1,15,7,,,3,,,
A00858,931,3,166988.0384,,,,,3,9,13,,2,,,,
A00859,935,3,147052.3033,1,,,,1,12,4,,,3,,,
A00860,931,3,170830.7325,1,,,,12,,,,2,,,5,
A00861,932,3,105612.8862,,2,,,12,13,7,,,3,,5,
A00862,932,5,157978.614,,2,,,13,2,11,,,,,,
A00863,933,3,197884.6045,,,,,1,,,,,,4,,6
A00864,932,5,327755.1136,,2,,,12,,,1,,3,4,5,
A00865,931,3,159475.1282,1,,,,7,,2,,,,,,
A00866,934,2,121982.7016,1,,,,9,1,5,,,,,,6
A00867,934,3,197273.8782,,,,4,12,3,2,,2,,,5,
A00868,932,3,94090.6248,,,,,4,15,8,1,,,,,
A00869,931,1,93236.95847,,,3,,9,4,3,,,3,,,
A00870,934,4,207652.8382,,2,,,5,15,13,,,,4,,
A00871,932,3,54947.86246,,2,,,7,2,8,,,,,,
A00872,932,3,122944.0425,,,3,,3,14,,1,,,,,
A00873,931,3,94628.283,,2,,,1,,,1,2,,4,,
A00874,935,3,136542.8104,,2,,,6,2,8,1,,,4,,
A00875,934,2,52407.90436,,,,,5,8,,,2,,,5,
A00876,933,4,168276.1363,1,,,,2,,,,,,4,,
A00877,931,3,117781.0952,,,3,,13,14,6,,,,,,
A00878,936,3,123666.4385,,2,,,4,2,3,,,,4,5,
A00879,931,3,196448.6911,1,,,,13,,,,,,4,,
A00880,935,3,151655.6848,,,,,8,4,7,,,,,,
A00881,932,,246274.812,1,,,,,,,,2,,,5,
A00882,931,4,228216.1054,,,,,3,15,6,,,3,,,6
A00883,931,2,149405.5144,1,,,,4,13,8,,2,,,,
A00884,931,3,78407.55754,1,,,,12,8,6,,2,,,5,
A00885,931,5,258075.9755,1,,,,12,2,,,,,,,
A00886,932,3,155161.7571,,2,,,1,2,13,,,,4,,
A00887,931,5,331288.4544,,2,,,13,2,5,,,,4,,
A00888,935,4,96259.84216,,,3,,2,,,,,,,,
A00889,931,,61466.28772,,2,,,1,,,,2,,,,
A00890,931,2,104456.8818,,2,,,5,2,3,,,3,4,,
A00891,933,3,219525.1477,,,,,,,,,,,4,,
A00892,935,4,244456.1025,,,,4,11,12,13,1,,,,,
A00893,932,4,192085.9954,,2,,,1,7,14,,,,,,
A00894,934,4,177951.178,,2,,,3,15,4,,,,,5,
A00895,931,3,,1,,,,12,8,4,,,,,,
A00896,932,3,,,,3,,5,13,8,,,,,,
A00897,936,4,182485.8614,,2,,,1,5,2,,,,,,
A00898,931,3,161182.9814,,,,,13,4,11,,,,,,
A00899,931,2,115801.1328,,2,,,3,,5,,,3,,,
A00900,933,1,51325.16872,,2,,,4,2,,,,3,,,
A00901,936,,155323.3914,,,,,12,7,8,,,3,,,
